"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02402V02895","Type of Building and Construction","UNIT","VALUE"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20061","2006Q1","11","Building (excluding civil engineering)","Base 2015=100","393.530459379748"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20061","2006Q1","111","Residential building","Base 2015=100","753.507712331356"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20061","2006Q1","112","Non-residential building","Base 2015=100","147.843801300494"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20061","2006Q1","12","Civil engineering","Base 2015=100","146.138615621002"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20062","2006Q2","-","All building and construction","Base 2015=100","307.220002375661"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20062","2006Q2","11","Building (excluding civil engineering)","Base 2015=100","390.881689883206"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20062","2006Q2","111","Residential building","Base 2015=100","724.095732295483"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20062","2006Q2","112","Non-residential building","Base 2015=100","143.758223262277"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20062","2006Q2","12","Civil engineering","Base 2015=100","142.955059597789"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20063","2006Q3","-","All building and construction","Base 2015=100","305.479216586305"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20063","2006Q3","11","Building (excluding civil engineering)","Base 2015=100","377.3833096453"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20063","2006Q3","111","Residential building","Base 2015=100","724.79154759287"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20063","2006Q3","112","Non-residential building","Base 2015=100","138.45220594764"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20063","2006Q3","12","Civil engineering","Base 2015=100","146.535970133969"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20064","2006Q4","-","All building and construction","Base 2015=100","341.886208674635"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20064","2006Q4","11","Building (excluding civil engineering)","Base 2015=100","421.850303701099"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20064","2006Q4","111","Residential building","Base 2015=100","789.911977187872"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20064","2006Q4","112","Non-residential building","Base 2015=100","149.199852136172"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20064","2006Q4","12","Civil engineering","Base 2015=100","161.529156380585"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20071","2007Q1","-","All building and construction","Base 2015=100","303.406817023938"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20071","2007Q1","11","Building (excluding civil engineering)","Base 2015=100","364.468136292721"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20071","2007Q1","111","Residential building","Base 2015=100","666.864965017394"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20071","2007Q1","112","Non-residential building","Base 2015=100","152.369097901853"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20071","2007Q1","12","Civil engineering","Base 2015=100","166.055562421676"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20072","2007Q2","-","All building and construction","Base 2015=100","303.25094655909"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20072","2007Q2","11","Building (excluding civil engineering)","Base 2015=100","371.707425538523"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20072","2007Q2","111","Residential building","Base 2015=100","671.286345427955"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20072","2007Q2","112","Non-residential building","Base 2015=100","153.807284360194"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20072","2007Q2","12","Civil engineering","Base 2015=100","166.048488252858"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20073","2007Q3","-","All building and construction","Base 2015=100","278.782573213393"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20073","2007Q3","11","Building (excluding civil engineering)","Base 2015=100","331.042528645475"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20073","2007Q3","111","Residential building","Base 2015=100","589.369889733612"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20073","2007Q3","112","Non-residential building","Base 2015=100","154.688379286261"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20073","2007Q3","12","Civil engineering","Base 2015=100","159.993297274841"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20074","2007Q4","-","All building and construction","Base 2015=100","272.697482096016"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20074","2007Q4","11","Building (excluding civil engineering)","Base 2015=100","320.38400296573"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20074","2007Q4","111","Residential building","Base 2015=100","549.195767812089"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20074","2007Q4","112","Non-residential building","Base 2015=100","153.439865658628"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20074","2007Q4","12","Civil engineering","Base 2015=100","162.722508083954"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20081","2008Q1","-","All building and construction","Base 2015=100","246.541796824606"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20081","2008Q1","11","Building (excluding civil engineering)","Base 2015=100","286.697092422189"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20081","2008Q1","111","Residential building","Base 2015=100","459.562930630814"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20081","2008Q1","112","Non-residential building","Base 2015=100","156.953457121065"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20081","2008Q1","12","Civil engineering","Base 2015=100","164.385490966047"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20082","2008Q2","-","All building and construction","Base 2015=100","226.248851511645"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20082","2008Q2","11","Building (excluding civil engineering)","Base 2015=100","254.700128966319"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20082","2008Q2","111","Residential building","Base 2015=100","391.038195101974"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20082","2008Q2","112","Non-residential building","Base 2015=100","157.853998254362"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20082","2008Q2","12","Civil engineering","Base 2015=100","170.31561609536"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20083","2008Q3","-","All building and construction","Base 2015=100","202.883323255258"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20083","2008Q3","11","Building (excluding civil engineering)","Base 2015=100","221.339795343161"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20083","2008Q3","111","Residential building","Base 2015=100","326.808893380805"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20083","2008Q3","112","Non-residential building","Base 2015=100","150.539716432351"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20083","2008Q3","12","Civil engineering","Base 2015=100","157.116586358789"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20084","2008Q4","-","All building and construction","Base 2015=100","175.620414955411"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20084","2008Q4","11","Building (excluding civil engineering)","Base 2015=100","188.604186727035"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20084","2008Q4","111","Residential building","Base 2015=100","241.753749492815"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20084","2008Q4","112","Non-residential building","Base 2015=100","153.521817466507"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20084","2008Q4","12","Civil engineering","Base 2015=100","144.123414067743"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20091","2009Q1","-","All building and construction","Base 2015=100","157.673146589606"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20091","2009Q1","11","Building (excluding civil engineering)","Base 2015=100","161.822688816536"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20091","2009Q1","111","Residential building","Base 2015=100","195.992617266066"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20091","2009Q1","112","Non-residential building","Base 2015=100","135.56267262625"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20091","2009Q1","12","Civil engineering","Base 2015=100","146.971252189323"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20092","2009Q2","-","All building and construction","Base 2015=100","137.493360902218"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20092","2009Q2","11","Building (excluding civil engineering)","Base 2015=100","140.118211471192"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20092","2009Q2","111","Residential building","Base 2015=100","154.984332337477"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20092","2009Q2","112","Non-residential building","Base 2015=100","124.798131731356"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20092","2009Q2","12","Civil engineering","Base 2015=100","141.974863016321"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20093","2009Q3","-","All building and construction","Base 2015=100","126.121340937223"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20093","2009Q3","11","Building (excluding civil engineering)","Base 2015=100","119.591686084896"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20093","2009Q3","111","Residential building","Base 2015=100","127.330574319722"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20093","2009Q3","112","Non-residential building","Base 2015=100","115.154034228271"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20093","2009Q3","12","Civil engineering","Base 2015=100","136.133769939516"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20094","2009Q4","-","All building and construction","Base 2015=100","109.194717289716"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20094","2009Q4","11","Building (excluding civil engineering)","Base 2015=100","103.212769585801"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20094","2009Q4","111","Residential building","Base 2015=100","109.247073336824"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20094","2009Q4","112","Non-residential building","Base 2015=100","99.8678303886131"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20094","2009Q4","12","Civil engineering","Base 2015=100","121.683798855069"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20101","2010Q1","-","All building and construction","Base 2015=100","100.912579580235"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20101","2010Q1","11","Building (excluding civil engineering)","Base 2015=100","93.2424315397179"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20101","2010Q1","111","Residential building","Base 2015=100","97.6206507714102"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20101","2010Q1","112","Non-residential building","Base 2015=100","88.5590396362522"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20101","2010Q1","12","Civil engineering","Base 2015=100","121.188571123108"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20102","2010Q2","-","All building and construction","Base 2015=100","98.4735445931998"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20102","2010Q2","11","Building (excluding civil engineering)","Base 2015=100","87.09195039995"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20102","2010Q2","111","Residential building","Base 2015=100","95.3260940669916"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20102","2010Q2","112","Non-residential building","Base 2015=100","80.8811447322944"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20102","2010Q2","12","Civil engineering","Base 2015=100","127.359412291854"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20103","2010Q3","-","All building and construction","Base 2015=100","90.461770395094"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20103","2010Q3","11","Building (excluding civil engineering)","Base 2015=100","88.6610062565302"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20103","2010Q3","111","Residential building","Base 2015=100","93.1538247073247"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20103","2010Q3","112","Non-residential building","Base 2015=100","85.4451110820493"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20103","2010Q3","12","Civil engineering","Base 2015=100","90.9352259334685"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20104","2010Q4","-","All building and construction","Base 2015=100","85.7728779783878"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20104","2010Q4","11","Building (excluding civil engineering)","Base 2015=100","83.9336425379025"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20104","2010Q4","111","Residential building","Base 2015=100","83.1539098408112"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20104","2010Q4","112","Non-residential building","Base 2015=100","84.5830356723087"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20104","2010Q4","12","Civil engineering","Base 2015=100","90.1003408283838"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20111","2011Q1","-","All building and construction","Base 2015=100","77.2588785409441"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20111","2011Q1","11","Building (excluding civil engineering)","Base 2015=100","76.685254394036"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20111","2011Q1","111","Residential building","Base 2015=100","72.9974600103043"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20111","2011Q1","112","Non-residential building","Base 2015=100","82.2381982349105"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20111","2011Q1","12","Civil engineering","Base 2015=100","76.8506708168731"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20112","2011Q2","-","All building and construction","Base 2015=100","73.8321335001052"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20112","2011Q2","11","Building (excluding civil engineering)","Base 2015=100","75.0079743710679"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20112","2011Q2","111","Residential building","Base 2015=100","64.1242718696802"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20112","2011Q2","112","Non-residential building","Base 2015=100","81.8071025479292"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20112","2011Q2","12","Civil engineering","Base 2015=100","74.8101953552598"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20113","2011Q3","-","All building and construction","Base 2015=100","75.9124226678223"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20113","2011Q3","11","Building (excluding civil engineering)","Base 2015=100","72.8767243417609"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20113","2011Q3","111","Residential building","Base 2015=100","61.3422117224892"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20113","2011Q3","112","Non-residential building","Base 2015=100","81.9974713785097"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20113","2011Q3","12","Civil engineering","Base 2015=100","80.4175708980368"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20114","2011Q4","-","All building and construction","Base 2015=100","77.0552445550677"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20114","2011Q4","11","Building (excluding civil engineering)","Base 2015=100","73.3145035836961"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20114","2011Q4","111","Residential building","Base 2015=100","64.3501821840766"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20114","2011Q4","112","Non-residential building","Base 2015=100","79.589121769152"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20114","2011Q4","12","Civil engineering","Base 2015=100","86.7576220740339"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20121","2012Q1","-","All building and construction","Base 2015=100","76.7990278359132"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20121","2012Q1","11","Building (excluding civil engineering)","Base 2015=100","70.211762154601"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20121","2012Q1","111","Residential building","Base 2015=100","61.9613703451055"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20121","2012Q1","112","Non-residential building","Base 2015=100","78.4328622851377"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20121","2012Q1","12","Civil engineering","Base 2015=100","92.8421422809742"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20122","2012Q2","-","All building and construction","Base 2015=100","71.6803490099852"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20122","2012Q2","11","Building (excluding civil engineering)","Base 2015=100","65.8794567387149"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20122","2012Q2","111","Residential building","Base 2015=100","57.4114451893233"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20122","2012Q2","112","Non-residential building","Base 2015=100","73.3885207647454"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20122","2012Q2","12","Civil engineering","Base 2015=100","84.8756138891147"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20123","2012Q3","-","All building and construction","Base 2015=100","72.555442644398"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20123","2012Q3","11","Building (excluding civil engineering)","Base 2015=100","65.2953279330525"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20123","2012Q3","111","Residential building","Base 2015=100","57.9822755052834"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20123","2012Q3","112","Non-residential building","Base 2015=100","70.2209659522681"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20123","2012Q3","12","Civil engineering","Base 2015=100","87.6551153226666"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20124","2012Q4","-","All building and construction","Base 2015=100","78.4807560431837"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20124","2012Q4","11","Building (excluding civil engineering)","Base 2015=100","65.6113646930051"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20124","2012Q4","111","Residential building","Base 2015=100","55.1424258219145"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20124","2012Q4","112","Non-residential building","Base 2015=100","71.7762072504662"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20124","2012Q4","12","Civil engineering","Base 2015=100","109.444185736091"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20131","2013Q1","-","All building and construction","Base 2015=100","78.4559814335397"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20131","2013Q1","11","Building (excluding civil engineering)","Base 2015=100","70.9839161757344"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20131","2013Q1","111","Residential building","Base 2015=100","67.2086276454847"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20131","2013Q1","112","Non-residential building","Base 2015=100","75.2785993920728"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20131","2013Q1","12","Civil engineering","Base 2015=100","98.0362757494167"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20132","2013Q2","-","All building and construction","Base 2015=100","81.3089033344458"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20132","2013Q2","11","Building (excluding civil engineering)","Base 2015=100","73.8755591146759"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20132","2013Q2","111","Residential building","Base 2015=100","64.1821354606267"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20132","2013Q2","112","Non-residential building","Base 2015=100","83.5249524281676"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20132","2013Q2","12","Civil engineering","Base 2015=100","95.6530358019056"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20133","2013Q3","-","All building and construction","Base 2015=100","87.3960557995899"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20133","2013Q3","11","Building (excluding civil engineering)","Base 2015=100","79.8008412281471"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20133","2013Q3","111","Residential building","Base 2015=100","62.9446292095788"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20133","2013Q3","112","Non-residential building","Base 2015=100","92.7755207108047"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20133","2013Q3","12","Civil engineering","Base 2015=100","104.329846351511"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20134","2013Q4","-","All building and construction","Base 2015=100","88.1604138765516"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20134","2013Q4","11","Building (excluding civil engineering)","Base 2015=100","83.7036627636856"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20134","2013Q4","111","Residential building","Base 2015=100","64.6776991989375"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20134","2013Q4","112","Non-residential building","Base 2015=100","99.6813686365351"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20134","2013Q4","12","Civil engineering","Base 2015=100","98.9505006025038"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20141","2014Q1","-","All building and construction","Base 2015=100","87.3854480492852"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20141","2014Q1","11","Building (excluding civil engineering)","Base 2015=100","81.625514985488"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20141","2014Q1","111","Residential building","Base 2015=100","64.4027594697486"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20141","2014Q1","112","Non-residential building","Base 2015=100","97.9301061233345"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20141","2014Q1","12","Civil engineering","Base 2015=100","97.1847573917503"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20142","2014Q2","-","All building and construction","Base 2015=100","92.2891645731772"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20142","2014Q2","11","Building (excluding civil engineering)","Base 2015=100","84.5323769129307"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20142","2014Q2","111","Residential building","Base 2015=100","70.5062993770157"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20142","2014Q2","112","Non-residential building","Base 2015=100","93.6238903621004"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20142","2014Q2","12","Civil engineering","Base 2015=100","113.253914264364"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20143","2014Q3","-","All building and construction","Base 2015=100","93.3961946842197"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20143","2014Q3","11","Building (excluding civil engineering)","Base 2015=100","88.3401084171998"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20143","2014Q3","111","Residential building","Base 2015=100","79.8260248934469"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20143","2014Q3","112","Non-residential building","Base 2015=100","93.8339570605652"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20143","2014Q3","12","Civil engineering","Base 2015=100","105.335043800348"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20144","2014Q4","-","All building and construction","Base 2015=100","94.469036405846"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20144","2014Q4","11","Building (excluding civil engineering)","Base 2015=100","92.6169595587399"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20144","2014Q4","111","Residential building","Base 2015=100","91.4217341858583"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20144","2014Q4","112","Non-residential building","Base 2015=100","94.2201315031911"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20144","2014Q4","12","Civil engineering","Base 2015=100","98.1349598849155"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20151","2015Q1","-","All building and construction","Base 2015=100","101.980797416989"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20151","2015Q1","11","Building (excluding civil engineering)","Base 2015=100","99.9453871177858"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20151","2015Q1","111","Residential building","Base 2015=100","98.0868109735722"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20151","2015Q1","112","Non-residential building","Base 2015=100","100.601112456659"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20151","2015Q1","12","Civil engineering","Base 2015=100","105.078265110763"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20152","2015Q2","-","All building and construction","Base 2015=100","102.404545758711"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20152","2015Q2","11","Building (excluding civil engineering)","Base 2015=100","102.658691124652"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20152","2015Q2","111","Residential building","Base 2015=100","101.579468693482"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20152","2015Q2","112","Non-residential building","Base 2015=100","104.691683945304"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20152","2015Q2","12","Civil engineering","Base 2015=100","104.923776459783"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20153","2015Q3","-","All building and construction","Base 2015=100","95.8915871393072"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20153","2015Q3","11","Building (excluding civil engineering)","Base 2015=100","97.0599011284369"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20153","2015Q3","111","Residential building","Base 2015=100","100.827583819701"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20153","2015Q3","112","Non-residential building","Base 2015=100","94.6958523129109"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20153","2015Q3","12","Civil engineering","Base 2015=100","93.9246262201462"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20154","2015Q4","-","All building and construction","Base 2015=100","100.58976330668"
"BEQ04C03","Value of Production Index in Building and Construction (Seasonally Adjusted)","20154","2015Q4","11","Building (excluding civil engineering)","Base 2015=100","100.702142058681"
